id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
2420,0.036949,udp,ssh,CON,25,8,3156.0,480.0,82.786,128,31,1207.361,737.956,1,1,12.313,17.622,23.331,0.554,255,2262913030,4044778907,255,0.065903,0.018771,0.00715,93.6,328.2,1,149.0,3,1,3,2,1,2,0,0,0,4,0,0,Reconnaissance,1
2421,0.219039,tcp,ftp,FIN,10,5,691.0,214.0,72.703,31,128,156.814,250.162,1,0,17.586,16.08,7.471,0.945,0,1416882549,2893955173,255,0.034578,0.022603,0.008515,141.1,125.8,0,155.0,1,4,1,2,3,1,0,0,0,3,4,0,Normal,0
2422,0.344288,tcp,ssh,FIN,12,6,935.0,119.0,0.442,254,128,268.256,401.989,0,0,2.206,0.686,4.518,2.401,0,2310166372,1494976340,255,0.083452,0.028208,0.039568,56.5,28.2,0,54.0,2,4,2,2,1,0,0,1,1,2,1,0,Normal,0
2423,0.114234,udp,dhcp,RST,29,10,606.0,42.0,17.383,128,31,2058.664,1852.391,1,2,18.004,17.096,14.878,1.14,255,1616590254,2003001734,255,0.004517,0.018212,0.029705,33.1,39.7,0,71.0,1,4,3,1,5,1,0,0,2,4,8,0,Exploits,1
2424,0.303125,tcp,dhcp,REQ,10,11,275.0,34.0,41.811,31,254,339.89,727.763,0,0,1.078,0.781,1.829,1.353,255,3314836440,2974676653,0,0.043881,0.000509,0.002538,380.4,49.9,0,170.0,0,1,1,2,1,2,0,1,0,3,2,0,Normal,0
2425,0.271199,udp,ssh,ECO,20,8,1743.0,217.0,92.673,128,254,1626.33,2889.48,4,1,10.973,2.958,2.384,0.968,0,227749813,1862795025,0,0.05848,0.093816,0.015912,18.7,38.8,0,104.0,3,2,0,1,4,5,0,0,0,2,3,0,Reconnaissance,1
2426,0.63286,tcp,ssh,ECO,24,6,2681.0,471.0,162.487,31,31,6204.757,378.887,0,1,1.822,1.685,2.122,2.432,255,2760669797,1004349967,0,0.15128,0.00744,0.010769,473.9,33.1,1,53.0,2,2,3,2,1,3,0,0,1,2,2,0,Exploits,1
2427,0.245688,tcp,pop3,FIN,6,6,494.0,538.0,31.655,254,254,2090.722,231.832,1,1,6.294,13.585,1.757,2.707,255,3586665576,3307151308,0,0.131531,0.02656,0.005994,2.0,70.4,3,158.0,0,2,1,2,1,4,0,1,0,3,3,0,Normal,0
2428,0.322492,udp,ssh,RST,32,10,1589.0,645.0,25.735,62,62,529.803,933.394,0,0,3.698,0.146,0.165,11.237,0,881586744,225173702,0,0.025359,0.004883,0.018752,73.4,19.5,0,122.0,3,2,2,3,5,1,0,0,1,1,6,1,Exploits,1
2429,0.20004,tcp,http,FIN,34,7,1095.0,849.0,6.225,254,62,3408.306,743.313,3,0,15.902,7.745,0.051,3.255,255,2809306252,1836111029,255,0.077485,0.013971,0.030531,121.5,706.3,0,6.0,2,5,5,2,3,0,0,0,0,1,5,0,Generic,1
2430,2.260146,icmp,pop3,FIN,35,8,941.0,183.0,73.699,254,62,2508.047,282.157,1,1,20.368,0.787,2.806,1.041,0,3377326036,2173836724,0,0.036817,0.028458,0.004866,26.7,39.0,2,266.0,4,2,2,3,1,2,0,0,0,3,1,0,Exploits,1
2431,0.129469,tcp,http,RST,33,10,747.0,848.0,50.157,254,31,150.786,646.983,0,1,10.234,11.826,7.015,0.323,0,25193468,664129108,255,0.077626,0.001939,0.003121,2.4,73.2,2,81.0,4,2,0,1,2,3,0,0,0,2,4,0,Fuzzers,1
2432,0.320956,tcp,smtp,INT,33,9,1571.0,161.0,138.335,128,62,187.144,836.949,1,0,6.169,9.545,4.778,1.825,255,3196137679,3024302315,255,0.045833,0.019057,0.018354,60.5,220.0,0,684.0,1,3,2,1,3,3,0,0,1,10,5,0,Exploits,1
2433,0.496448,tcp,ftp,ECO,37,8,1500.0,265.0,19.632,254,31,573.788,3338.11,0,1,1.277,0.391,11.425,10.896,255,2588618722,1225458512,255,0.025244,0.002323,0.053078,210.0,16.4,0,62.0,3,1,3,1,4,4,0,0,0,1,2,0,Generic,1
2434,0.237068,tcp,http,FIN,6,7,441.0,146.0,144.143,128,254,521.77,2671.52,1,2,29.411,4.59,3.748,23.362,255,1054546351,98789853,255,0.045582,0.002691,0.015782,123.5,15.0,3,484.0,8,0,0,3,7,0,0,0,0,4,1,0,Normal,0
2435,0.012967,udp,ftp,REQ,32,8,2105.0,2053.0,12.534,31,128,6.892,545.819,2,0,21.419,2.31,11.141,3.131,0,1399287023,2772794548,255,0.136055,0.010724,0.036981,66.3,119.2,1,12.0,4,3,5,1,1,3,0,0,0,3,4,1,Exploits,1
2436,0.436382,udp,-,CON,29,4,1173.0,72.0,19.409,62,128,1667.533,164.583,2,0,1.687,12.277,0.526,9.613,255,741723737,4133068574,0,0.002936,0.004997,0.05813,231.4,139.7,3,479.0,3,2,4,3,2,2,0,0,0,0,2,0,Analysis,1
2437,0.317169,udp,dns,ECO,27,5,812.0,114.0,54.181,31,254,527.695,229.2,0,2,7.061,10.192,5.687,3.332,255,4160435747,991577633,255,0.030662,0.003233,0.046854,34.5,295.9,0,440.0,1,0,2,1,1,5,0,1,0,3,1,0,Generic,1
2438,0.009379,tcp,dns,RST,32,12,13816.0,46.0,20.118,254,31,519.478,933.456,1,1,1.192,8.743,3.331,8.995,0,172053465,3128504458,255,0.0509,0.022382,0.002823,6.7,24.9,1,279.0,0,1,1,1,1,1,0,0,0,2,3,0,Generic,1
2439,0.428379,tcp,dns,RST,7,9,330.0,241.0,37.883,254,128,368.748,149.413,2,1,2.155,7.498,6.868,1.805,255,1708645690,3851968702,255,0.146944,0.006449,0.003471,71.7,98.8,0,95.0,3,4,1,2,0,2,0,0,0,1,3,0,Normal,0
2440,0.156113,tcp,-,CON,31,6,2009.0,732.0,52.069,128,31,347.089,150.005,1,0,2.807,2.203,6.275,3.215,255,2788542072,2329985781,255,0.038326,0.037386,0.011076,151.4,51.4,0,84.0,3,2,3,1,3,5,0,0,0,4,1,0,Exploits,1
2441,0.662276,udp,smtp,ECO,22,11,217.0,158.0,18.652,254,128,607.913,51.112,2,2,42.352,8.283,2.052,3.171,255,1025647319,576481980,255,0.000659,0.005288,0.017798,444.7,104.8,0,83.0,1,1,4,1,6,1,0,0,0,0,5,0,Worms,1
2442,0.022708,tcp,http,ECO,11,6,272.0,245.0,180.047,254,31,103.229,26.855,0,1,3.887,1.637,5.771,3.0,0,3765302372,4128507050,255,0.032939,0.024539,0.023639,77.7,127.1,1,688.0,1,0,4,0,2,1,0,1,2,2,2,0,Normal,0
2443,0.285687,tcp,pop3,RST,4,12,218.0,376.0,19.079,31,254,350.287,846.753,1,1,35.654,3.852,5.279,2.371,0,2688597041,2035507247,0,0.137676,0.035761,0.021415,52.4,20.6,1,122.0,4,3,3,4,5,3,0,0,1,1,2,0,Normal,0
2444,0.163682,tcp,-,INT,4,10,6.0,231.0,78.149,62,254,753.117,147.678,0,2,35.108,3.924,0.112,6.376,255,2758521031,1734526898,0,0.121814,0.065478,0.001092,37.4,38.5,0,622.0,3,4,2,0,1,4,0,0,0,1,2,0,Normal,0
2445,0.031302,tcp,-,ECO,12,14,1966.0,94.0,43.982,62,31,1252.371,1907.617,0,0,15.917,3.474,5.976,2.073,0,3909614622,3464910439,0,0.265668,0.019849,0.007079,134.9,42.2,1,58.0,6,2,2,2,3,2,0,0,1,0,5,0,Normal,0
2446,1.083488,udp,ftp,RST,30,3,2027.0,297.0,3.581,62,62,69.976,526.123,0,0,10.164,7.811,0.839,6.791,0,563723033,1783011061,255,0.07275,0.009525,0.006098,258.7,13.7,0,861.0,2,2,3,1,2,1,0,0,0,3,2,0,Generic,1
2447,0.32196,udp,dns,FIN,8,9,39.0,162.0,7.738,128,128,2327.499,2560.225,2,0,3.138,22.707,0.494,1.119,0,3045841067,1146742373,255,0.106653,0.001634,0.035178,157.1,37.9,1,357.0,3,1,0,2,1,0,0,0,1,1,4,0,Normal,0
2448,0.229894,arp,dhcp,ECO,9,4,1464.0,170.0,41.46,62,128,996.593,222.106,1,0,6.916,7.152,4.416,17.979,0,3966293840,677262282,255,0.006713,0.037774,0.004903,318.0,134.5,1,95.0,3,1,1,1,4,1,1,0,0,4,4,0,Normal,0
2449,0.785051,tcp,smtp,FIN,21,5,2301.0,250.0,9.797,62,254,861.56,616.484,2,2,12.507,0.052,3.408,1.343,0,580180413,3485530468,0,0.017854,0.011272,0.014848,36.7,31.0,1,41.0,3,1,3,2,1,1,0,0,0,2,5,0,Generic,1
2450,0.304394,tcp,dns,RST,43,5,783.0,37.0,139.46,31,31,786.561,340.59,0,2,5.292,7.846,1.274,1.263,255,3507814837,2718055154,0,0.029953,0.00836,0.00836,253.1,205.4,0,122.0,2,1,1,0,2,2,0,0,0,1,3,1,Generic,1
2451,0.537299,tcp,pop3,CON,23,17,1048.0,245.0,165.11,31,31,8174.701,497.784,3,2,18.315,4.076,7.987,0.582,255,1956146672,2730275662,255,0.047169,0.002033,0.032159,43.9,6.9,0,143.0,5,4,0,2,0,1,0,0,0,1,4,0,Generic,1
2452,0.318435,udp,http,ECO,31,5,282.0,262.0,52.143,254,62,828.115,1153.974,1,3,3.527,14.877,1.115,1.226,255,3286310993,2457173499,0,0.03203,0.055183,0.010575,191.9,149.2,1,51.0,2,2,2,3,2,2,0,0,0,2,3,0,Exploits,1
2453,0.27936,udp,dhcp,RST,27,9,167.0,539.0,45.28,254,128,1650.729,241.487,0,1,2.711,2.596,3.853,25.0,0,121266015,4160586338,255,0.017846,0.039257,0.023601,7.2,101.6,2,255.0,5,1,3,1,2,1,0,0,0,2,4,0,Generic,1
2454,0.552578,tcp,dns,RST,27,9,368.0,443.0,64.816,62,254,1263.133,443.406,2,0,21.482,8.019,0.025,1.994,0,3787666973,1466077950,0,0.006017,0.032175,0.045678,94.2,6.4,1,74.0,4,3,0,1,1,1,0,0,1,1,3,0,Fuzzers,1
2455,0.016685,udp,ftp,RST,38,9,1352.0,89.0,105.737,31,62,514.189,2892.377,3,0,16.884,13.341,6.053,9.04,0,2539446417,2758606214,0,0.154967,0.027884,0.004856,31.0,58.8,1,754.0,2,2,2,2,2,0,0,1,1,3,3,1,Generic,1
2456,0.310628,tcp,ftp,REQ,15,7,19.0,300.0,14.061,128,254,1622.889,1172.951,2,0,7.984,0.556,7.08,7.252,0,1665536739,1276166669,0,0.001564,0.001605,0.010046,330.6,27.3,1,281.0,3,4,3,1,2,1,0,0,0,2,0,0,Normal,0
2457,1.589475,tcp,-,ECO,29,7,1881.0,1045.0,5.575,62,254,397.09,1374.977,1,0,7.94,5.109,3.928,8.796,255,675117835,866556809,255,0.040095,0.013429,0.014195,16.8,41.9,0,139.0,4,4,1,1,1,1,0,0,0,3,3,0,Generic,1
2458,0.071284,tcp,ssh,CON,9,9,654.0,1383.0,14.725,128,128,325.85,57.144,3,1,5.158,1.934,7.314,1.013,255,717036818,3264792138,255,0.058707,0.008695,0.00084,5.6,58.1,0,208.0,2,3,3,4,1,1,0,1,1,1,1,1,Normal,0
2459,0.879181,tcp,smtp,REQ,9,5,71.0,323.0,33.627,62,128,2540.265,478.243,0,2,3.988,3.941,0.497,15.934,0,3712666381,3352018546,255,0.012242,0.041461,0.013866,61.9,127.2,0,302.0,3,3,2,3,1,3,0,0,0,1,3,1,Normal,0
2460,0.135986,icmp,ssh,CON,8,14,728.0,412.0,9.267,254,31,13.118,1010.003,3,0,4.962,3.551,8.004,0.563,0,2840839910,960947767,0,0.053352,0.000876,0.009619,276.4,26.8,0,366.0,5,0,6,1,4,2,0,0,0,3,3,0,Normal,0
2461,1.060469,udp,ssh,FIN,30,10,703.0,432.0,4.514,254,254,87.383,8.173,0,0,5.502,2.286,0.082,6.968,255,3287606391,3978962659,255,0.018013,0.008926,0.018463,40.9,3.5,0,80.0,1,2,2,2,1,2,0,0,0,5,4,0,DoS,1
2462,0.085396,udp,-,ECO,48,9,1802.0,945.0,47.46,128,62,61.504,2458.881,0,0,4.499,15.332,3.257,1.278,0,3944480418,949988363,0,0.094261,0.002499,0.004633,16.1,469.4,0,1.0,2,3,2,6,1,5,0,0,0,1,3,0,Generic,1
2463,0.243961,icmp,dhcp,INT,10,10,234.0,290.0,36.824,31,254,2083.947,361.602,1,0,8.142,3.032,2.312,1.639,0,1003278437,1156513974,0,0.070651,0.013739,0.013696,69.7,2.0,0,17.0,1,2,2,2,4,3,1,0,0,2,2,0,Normal,0
2464,0.445958,udp,smtp,FIN,29,5,4887.0,75.0,59.371,31,128,1861.028,29.976,2,0,1.903,14.933,7.217,4.366,255,943445052,1036364464,0,0.052327,0.005605,0.005501,151.3,8.8,0,137.0,0,5,2,1,2,1,0,0,0,1,3,0,Generic,1
2465,1.983327,tcp,ssh,RST,9,11,491.0,902.0,53.461,128,31,2983.028,1099.05,2,1,7.576,8.177,12.218,4.985,255,2164793993,3239423574,0,0.051532,0.000269,0.019566,26.2,14.5,0,260.0,2,0,1,2,1,3,0,1,0,3,7,0,Normal,0
2466,0.148287,tcp,-,ECO,27,6,798.0,1010.0,38.178,254,254,351.597,2915.789,1,0,14.038,20.16,2.109,9.351,255,2225971192,2975386468,0,0.015266,0.018096,0.015426,1.1,22.2,0,174.0,4,0,1,2,0,5,0,0,0,3,0,0,Exploits,1
2467,0.720239,tcp,pop3,REQ,21,8,542.0,111.0,160.64,254,128,49.462,1375.72,0,2,15.841,3.25,8.477,0.719,0,1552707956,1333793848,255,0.043596,0.020781,0.026277,47.2,133.2,0,17.0,3,2,2,1,2,1,0,0,0,1,5,0,Fuzzers,1
2468,0.233906,icmp,ssh,CON,34,10,1364.0,113.0,2.878,128,128,1177.716,1200.689,0,0,14.044,6.731,0.006,1.484,0,3685447947,1739766331,0,0.016266,0.002926,0.007019,28.1,31.6,2,11.0,1,3,3,3,4,0,0,1,0,2,6,0,Generic,1
2469,0.816422,icmp,ftp,ECO,29,15,1565.0,292.0,1.257,62,31,324.493,2044.457,3,2,11.565,11.481,1.555,2.034,255,2314172294,4085555405,255,0.076393,0.012596,0.020016,70.2,81.4,2,38.0,3,1,3,1,2,0,0,0,0,2,4,1,Generic,1
2470,0.52864,udp,dhcp,RST,12,12,70.0,158.0,176.95,254,31,761.042,1552.452,1,1,9.471,19.051,7.775,2.541,255,688136138,3464360600,0,0.052146,0.023899,0.018063,52.4,100.0,1,70.0,3,4,1,4,0,4,0,0,0,0,2,0,Normal,0
2471,0.043291,tcp,ssh,CON,6,11,40.0,244.0,41.989,31,254,871.842,416.621,2,1,18.432,4.843,5.399,6.229,255,2066410426,3749044556,0,0.064105,0.044419,0.015072,95.5,87.8,0,82.0,6,2,2,2,1,2,0,0,0,2,4,0,Normal,0
2472,0.392683,tcp,dhcp,CON,32,13,796.0,548.0,153.465,254,128,363.574,1408.014,0,0,25.704,15.169,4.869,12.614,0,1518961283,3495698059,0,0.014495,0.008312,0.008678,13.5,43.3,0,92.0,2,4,1,2,1,5,0,0,0,3,4,0,DoS,1
2473,0.078083,icmp,pop3,ECO,31,7,1139.0,121.0,22.582,31,254,1986.556,1542.662,0,0,32.041,5.732,0.869,12.922,255,2923925063,1746313733,0,0.012817,0.033246,0.017687,85.0,33.5,1,62.0,1,2,1,2,2,2,0,0,0,3,6,0,Exploits,1
2474,0.171336,tcp,http,ECO,8,12,53.0,868.0,78.34,254,128,611.329,188.663,1,2,3.4,1.422,0.781,0.728,255,3497018215,3797853932,0,0.006123,0.006565,0.025481,49.8,67.2,1,917.0,2,2,2,1,0,3,0,0,1,0,2,0,Normal,0
2475,0.428275,tcp,dhcp,RST,9,7,545.0,63.0,38.13,62,254,456.944,756.525,0,2,1.482,0.184,2.221,0.432,0,1332712851,676130526,0,0.016277,0.022074,0.009226,17.8,140.2,0,81.0,3,4,4,1,1,3,0,0,0,0,7,0,Normal,0
2476,0.107755,tcp,ssh,FIN,12,13,463.0,229.0,28.324,128,62,2587.844,553.479,4,0,2.292,21.448,2.506,2.826,0,2761974616,396003672,255,0.002827,0.026762,0.040043,28.3,63.1,0,31.0,2,3,2,6,1,3,0,0,0,3,3,0,Normal,0
2477,1.358101,tcp,http,CON,10,15,385.0,77.0,19.741,254,128,2406.983,1197.282,1,2,8.412,16.019,12.678,28.515,255,2658615862,1463959761,0,0.030589,0.00433,0.073351,159.6,81.4,1,158.0,4,4,0,3,2,4,0,3,0,2,3,0,Normal,0
2478,0.298827,udp,pop3,INT,5,7,946.0,275.0,75.886,31,254,1632.118,111.261,0,0,0.586,0.57,7.118,0.271,0,523144380,2186702657,0,0.120945,0.016707,0.010416,49.8,166.3,1,307.0,1,2,0,1,1,0,0,0,1,3,3,0,Normal,0
2479,0.380737,arp,dns,REQ,7,7,352.0,147.0,42.526,254,62,557.188,969.646,1,1,54.123,17.262,4.675,3.771,0,3555861019,1706388115,255,0.055233,0.068876,0.010786,55.5,116.8,0,152.0,7,2,2,2,2,3,0,0,0,1,3,0,Normal,0
2480,0.399544,udp,pop3,ECO,24,9,2088.0,171.0,30.623,128,128,1360.821,1.869,1,3,25.046,1.568,2.059,12.841,0,2364038370,2171113145,255,0.105457,0.005502,0.050507,389.3,178.8,0,84.0,2,3,3,2,2,4,0,0,0,4,3,0,Analysis,1
2481,0.250708,tcp,http,ECO,7,8,1257.0,145.0,8.753,128,254,3627.899,780.601,0,0,11.579,3.447,6.877,0.994,255,3354910216,957183476,255,0.073957,0.003708,0.005481,34.3,94.3,1,43.0,4,1,0,4,0,0,0,0,0,2,0,0,Normal,0
2482,0.222232,tcp,ftp,CON,7,7,98.0,301.0,14.971,31,128,4278.673,451.411,1,1,5.08,11.776,1.567,8.797,255,1553777634,545152136,0,0.019588,0.018745,0.007635,342.8,57.7,0,278.0,2,2,2,1,3,2,0,1,1,2,4,0,Normal,0
2483,0.503221,icmp,ftp,FIN,8,5,144.0,469.0,7.838,128,62,625.057,426.757,0,2,15.419,5.544,6.543,1.889,255,3421430150,1551888574,0,0.026545,0.007797,0.006517,41.4,167.0,0,283.0,2,1,3,1,1,0,0,0,1,1,3,0,Normal,0
2484,0.997672,tcp,dns,CON,14,9,501.0,779.0,3.642,62,254,2434.045,421.364,1,0,2.513,2.981,9.786,1.151,255,4198072175,935271033,255,0.060641,0.009563,0.033482,12.0,8.9,0,184.0,1,4,3,0,1,4,0,0,0,1,4,0,Normal,0
2485,0.695282,tcp,ssh,CON,33,10,3649.0,149.0,8.18,31,128,309.635,509.218,1,2,25.827,0.627,1.726,1.408,0,604457263,621982731,255,0.018042,0.031078,0.032951,186.1,46.1,2,172.0,3,0,1,1,2,0,0,2,1,3,2,0,Fuzzers,1
2486,0.10323,udp,http,ECO,15,4,221.0,532.0,45.795,31,31,508.796,1010.877,2,0,0.556,5.635,3.367,1.192,0,1599613798,1881643300,255,0.06597,0.002325,0.027417,28.2,41.3,0,483.0,3,2,0,0,4,1,0,1,0,1,3,0,Normal,0
2487,1.117392,tcp,ssh,FIN,27,10,2892.0,26.0,67.716,31,31,1381.04,79.105,2,1,7.101,5.043,7.463,10.091,255,2082289428,3970793365,255,0.043989,0.003828,0.008459,159.9,229.7,0,393.0,2,1,2,3,1,2,0,0,0,2,7,1,Exploits,1
2488,0.62178,tcp,-,RST,34,13,1809.0,229.0,0.933,254,62,3373.679,1596.185,0,0,0.867,24.889,1.651,1.631,255,2886320841,2941335764,0,0.026574,0.00235,0.023239,35.1,19.3,1,96.0,1,3,4,0,2,3,0,0,0,2,2,0,Fuzzers,1
2489,1.086026,icmp,ftp,REQ,8,7,840.0,47.0,85.525,31,128,1297.207,1113.711,5,2,0.713,0.521,5.145,7.751,0,1815047439,331010340,255,0.020818,0.010809,0.002962,139.2,260.6,0,351.0,5,2,0,1,1,0,0,0,0,3,4,0,Normal,0
2490,0.213808,udp,ssh,FIN,25,2,1512.0,61.0,11.027,128,31,819.553,2850.227,1,1,4.834,10.769,13.377,0.279,255,2030934383,3469404141,255,0.008165,0.014435,0.032916,52.0,19.6,0,504.0,3,6,6,1,1,2,0,0,0,3,4,0,Generic,1
2491,1.113255,tcp,ftp,RST,40,5,961.0,121.0,9.673,128,31,127.724,1547.204,1,0,16.631,12.029,1.152,1.166,255,668121522,2479088804,255,0.003344,8e-06,0.037055,24.7,54.7,0,68.0,5,4,4,4,1,2,0,0,0,1,5,0,Analysis,1
2492,0.115336,tcp,dns,REQ,10,6,60.0,266.0,17.524,128,128,911.853,544.379,0,2,0.547,3.139,3.084,14.915,255,622867221,1125763594,255,0.081214,0.011826,0.005433,168.3,119.3,0,339.0,6,2,5,1,4,3,0,0,0,6,1,0,Normal,0
2493,0.810987,ospf,smtp,FIN,18,11,126.0,219.0,7.08,62,62,625.006,1270.521,1,2,0.212,21.48,15.832,5.74,255,2991082831,3308579672,255,0.017467,0.028642,0.000327,245.2,105.6,0,241.0,5,1,2,2,0,0,0,1,0,1,3,0,Normal,0
2494,0.308031,udp,http,CON,33,6,786.0,298.0,7.476,254,31,1258.433,423.6,1,0,0.994,4.993,5.135,5.967,255,1522527703,1555430413,255,0.102275,0.001127,0.011636,74.0,39.3,1,89.0,3,2,2,2,1,1,0,0,1,3,7,0,Reconnaissance,1
2495,0.002481,udp,dhcp,INT,35,6,5578.0,1716.0,27.736,254,254,212.935,722.532,4,0,10.446,13.766,2.025,1.001,0,2142377625,3158741250,255,0.000292,0.016387,0.022671,9.9,92.8,1,10.0,5,2,3,0,3,1,1,0,0,3,1,0,DoS,1
2496,1.34256,tcp,pop3,CON,12,5,41.0,327.0,121.919,128,128,44.282,343.336,1,0,22.677,6.119,7.992,18.533,255,3927845238,3348364325,0,0.025265,0.015517,0.045563,81.9,54.2,0,257.0,3,3,0,0,3,1,0,0,0,3,5,0,Normal,0
2497,1.143075,arp,dhcp,REQ,27,10,2782.0,536.0,13.075,31,62,1225.78,46.986,0,4,2.235,2.931,6.374,7.621,255,443620104,3359948280,255,0.005642,0.033356,0.086189,23.3,58.7,0,723.0,4,1,0,2,1,4,0,0,0,1,5,0,Generic,1
2498,0.117351,icmp,dns,REQ,14,7,1703.0,307.0,10.52,62,254,11.706,70.992,0,0,5.621,8.332,3.258,2.413,0,739320083,3855652143,255,2e-05,0.024874,0.012229,89.4,161.4,0,219.0,4,1,2,2,1,0,0,0,0,2,2,0,Normal,0
2499,0.184771,tcp,ftp,CON,28,8,1624.0,241.0,99.035,254,62,502.775,77.531,3,1,4.237,4.073,2.278,10.393,0,2055695560,1497272307,0,0.009508,0.000594,0.01014,135.7,37.8,1,199.0,3,2,1,4,4,2,0,0,1,6,2,0,Fuzzers,1
2500,0.721136,tcp,dhcp,FIN,9,8,338.0,535.0,55.773,254,62,1041.638,1155.472,2,0,4.789,10.939,3.962,3.38,0,1326094333,3481007795,0,0.000577,0.000308,0.025843,4.6,157.7,0,56.0,2,4,1,3,3,0,0,0,0,2,5,1,Normal,0
2501,0.714529,udp,ssh,REQ,9,6,168.0,700.0,65.499,254,254,3742.39,532.787,0,0,7.633,1.768,6.731,4.134,0,830801817,2251044388,0,0.034158,0.010277,0.018634,6.0,12.4,0,78.0,2,4,4,0,1,2,0,1,0,2,4,0,Normal,0
2502,0.655964,udp,pop3,INT,29,9,3641.0,267.0,65.929,254,62,2011.909,497.367,2,0,22.672,1.848,11.174,3.504,255,2061833814,3939807669,255,0.098982,0.000605,0.027742,13.4,8.6,1,51.0,1,0,1,3,3,2,0,0,0,3,3,0,Generic,1
2503,0.037618,udp,http,CON,28,11,603.0,1169.0,158.833,62,62,297.771,1490.368,1,2,26.923,10.548,0.586,1.152,0,631429369,134459542,0,0.047168,0.00405,0.000388,7.0,75.6,1,343.0,5,0,0,1,4,2,0,0,2,2,1,0,Analysis,1
2504,0.112636,arp,pop3,CON,26,9,715.0,85.0,33.285,128,62,1111.826,847.537,0,3,20.229,1.628,5.444,9.321,0,790423782,2921937241,0,0.049906,0.017312,0.009838,174.1,4.3,0,132.0,4,2,2,4,1,2,0,0,0,1,3,0,Fuzzers,1
2505,0.065717,udp,smtp,FIN,12,11,571.0,1015.0,160.271,128,128,378.292,28.286,1,1,8.605,2.185,2.157,4.085,255,3014878693,720797318,255,0.00981,0.074949,0.006892,237.0,6.2,1,145.0,2,6,2,0,0,4,0,0,1,1,8,0,Normal,0
2506,0.35704,tcp,pop3,ECO,17,6,344.0,751.0,32.833,31,62,1777.628,952.527,0,0,12.049,13.25,7.022,11.971,255,2175684653,2529392360,255,0.017388,0.003491,0.017034,181.0,131.0,0,206.0,5,2,1,1,0,2,0,0,0,3,2,1,Normal,0
2507,0.012668,tcp,pop3,ECO,20,12,2226.0,424.0,12.073,62,128,57.393,1038.386,3,2,11.107,20.594,1.708,0.724,255,4026021750,2668179933,0,0.037372,0.026358,0.037888,44.4,68.6,0,5.0,2,2,2,1,2,3,0,1,1,4,2,0,Analysis,1
2508,0.065357,udp,-,REQ,22,5,1942.0,829.0,26.481,31,254,56.247,145.134,2,0,53.291,11.636,2.106,8.589,0,309326345,2686782393,0,0.007351,0.028691,0.006943,110.3,118.0,0,22.0,2,2,4,3,4,2,0,0,0,1,3,0,Reconnaissance,1
2509,0.44649,tcp,-,INT,9,10,734.0,29.0,89.205,254,128,12.431,55.36,0,1,0.173,11.085,4.774,5.079,0,1244528466,1592643489,255,0.107648,0.022093,0.000256,69.7,11.1,0,199.0,3,4,0,7,3,1,0,0,0,1,6,0,Normal,0
2510,0.07849,tcp,-,CON,29,16,1500.0,3.0,207.481,254,31,1068.399,201.142,0,0,6.668,2.45,11.761,1.026,0,2799460918,3881640685,0,0.01219,0.004054,0.031442,309.4,132.1,0,75.0,3,3,3,3,6,3,0,1,1,0,3,0,Generic,1
2511,0.644154,udp,ssh,CON,13,6,799.0,482.0,146.545,254,128,476.045,424.63,1,2,26.113,2.331,5.493,4.842,255,3488738626,303203692,255,0.016554,0.009935,0.004792,6.1,6.4,0,738.0,2,4,1,0,2,0,0,0,1,2,5,1,Normal,0
2512,0.056365,tcp,dhcp,ECO,11,12,473.0,47.0,42.857,128,62,1424.654,588.829,0,2,13.684,5.522,0.082,4.868,255,3630704949,1689921685,0,0.025809,0.006502,0.000988,64.9,74.1,0,649.0,0,3,1,3,4,1,0,0,1,2,4,0,Normal,0
2513,1.202652,udp,-,FIN,10,8,802.0,78.0,43.829,128,128,328.235,861.5,1,0,11.311,1.93,8.249,1.481,255,3211991923,4062733493,0,0.011496,0.021243,0.001828,201.3,161.4,0,27.0,2,1,0,2,0,1,1,1,0,2,2,0,Normal,0
2514,0.129914,tcp,http,RST,9,3,738.0,588.0,1.357,31,31,220.084,1500.419,5,1,9.586,28.955,2.751,4.218,255,3859091337,470041216,0,0.097526,0.003319,0.001244,32.7,32.6,0,292.0,2,2,5,2,2,5,0,0,0,3,5,0,Normal,0
2515,0.148368,tcp,dns,CON,8,7,577.0,466.0,114.395,128,62,1124.136,506.97,2,0,4.232,9.24,7.252,6.844,0,1617719898,121493311,255,0.03626,0.008716,0.002499,27.2,73.4,0,86.0,1,3,2,1,2,4,0,1,0,1,2,0,Normal,0
2516,0.002508,tcp,dns,CON,24,7,1093.0,431.0,3.195,62,62,411.218,4058.278,2,3,72.083,2.875,6.905,17.134,0,972070912,2053930356,0,0.128669,0.03215,0.008702,322.0,9.3,1,278.0,3,0,2,0,1,2,0,0,1,1,2,0,Fuzzers,1
